SchemaName,TableName,ColumnName,DataType
dbo,NPVR_State_RecordedChannel,SinceWhen,datetime
dbo,TVPR_Channel,ID,int
dbo,TVPR_Channel,ChannelId,int
dbo,TVPR_Program,ID,int
dbo,TVPR_Program,Native_LNG,char
dbo,TVPR_Program,ParentId,int
dbo,TVPR_Program,Type,char
dbo,TVPR_Program,Year,smallint
dbo,TVPR_Program_LNG,ID,int
dbo,TVPR_Program_LNG,LNG,char
dbo,TVPR_Program_LNG,Name,nvarchar
dbo,TVPR_Program_LNG,Synopsis,nvarchar
dbo,TVPR_Program_LNG,NameMatchRegex,nvarchar
dbo,TVPR_ProgramTag,ID,int
dbo,TVPR_ProgramTag,ProgramId,int
dbo,TVPR_ProgramTag,TagId,int
dbo,TVPR_ProgramTag,Role,char
dbo,TVPR_ProgramTag,Score,tinyint
dbo,TVPR_ProgramTag,DisplayOrder,tinyint
dbo,TVPR_Tag,ID,int
dbo,TVPR_Tag,Native_LNG,char
dbo,TVPR_Tag,Type,char
dbo,TVPR_Tag,DefaultScore,tinyint
dbo,TVPR_Tag_LNG,ID,int
dbo,TVPR_Tag_LNG,LNG,char
dbo,TVPR_Tag_LNG,Name,nvarchar
dbo,TVPR_Tag_LNG,Description,nvarchar
dbo,tz_country,country_code,char
dbo,tz_country,country_name,varchar
dbo,tz_default,zone_id,int
dbo,tz_offset,zone_id,int
dbo,tz_offset,time_start,smalldatetime
dbo,tz_offset,abbreviation,varchar
dbo,tz_offset,gmt_offset,int
dbo,tz_offset,dst,bit
dbo,tz_zone,zone_id,int
dbo,tz_zone,country_code,char
dbo,tz_zone,zone_name,varchar
